is_bad,loan_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,dti,delinq_2yrs,credit_length,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc
0,35000, 36 months,0.184,904.17,E,E2,MORTGAGE,3.00E+05,16.12,3,11433,1,18,,9,0,47393,90,32
0,14000, 36 months,0.16,492.21,D,D5,RENT,46800,9.51,0,6168,0,,,2,0,14401,92.9,6
0,9600, 36 months,0.07,296.38,A,A3,MORTGAGE,255000,10.04,0,7384,3,,,13,0,8327,25.5,34
0,28000, 36 months,0.075,870.85,A,A4,RENT,85000,23.84,0,8299,0,,,10,0,9918,85.5,27
0,20000, 60 months,0.119,443.48,B,B5,RENT,53000,12.11,0,7507,1,,,8,0,52816,46.9,19
0,10000, 36 months,0.108,326.21,B,B2,RENT,38004,4.39,1,8572,3,5,,7,0,2103,28,22
0,10000, 36 months,0.163,353.16,D,D5,RENT,59004,19.48,0,8146,1,77,,25,0,7772,19.3,37
1,9000, 60 months,0.156,216.86,D,D3,RENT,41004,18.93,1,8480,3,16,,7,0,3173,42.3,22
0,6500, 60 months,0.176,163.51,E,E4,RENT,24960,14.57,0,6685,2,,,13,0,12965,96.8,15
0,6000, 36 months,0.079,187.69,A,A5,MORTGAGE,62000,24.72,0,9426,0,,,13,0,26313,52.3,52
0,9000, 60 months,0.165,221.03,E,E1,RENT,36000,18.13,1,7537,1,23,,12,0,8372,34.9,26
0,10000, 60 months,0.062,194.12,A,A3,OWN,48000,16.65,0,19256,0,,,15,0,4759,2.4,31
0,10000, 36 months,0.136,339.89,C,C2,MORTGAGE,76600,10.14,0,6412,5,42,,11,0,23109,75.2,16
0,5000, 36 months,0.15,173.24,D,D2,MORTGAGE,80000,13.24,0,7081,0,,,5,0,11375,87.2,9
0,4000, 36 months,0.093,127.79,A,A4,MORTGAGE,41004,12.99,0,6351,2,,,8,0,2727,12.8,15
1,3000, 36 months,0.139,102.32,C,C4,RENT,36132,15.28,0,11951,1,,100,4,1,1629,67.9,8
0,8000, 36 months,0.132,270.41,C,C2,OWN,82700,9.5,0,8360,6,,,4,0,4751,56.6,7
0,6000, 36 months,0.069,185.02,A,A5,MORTGAGE,144000,20.13,0,8268,1,69,,10,0,17760,78,31
0,10000, 60 months,0.079,186.53,A,A5,RENT,46800,22.15,0,8421,0,,,7,0,9588,61.1,10
0,6000, 36 months,0.136,203.82,C,C3,RENT,65000,8.81,3,8087,5,17,,7,0,54,3.6,15
0,5000, 36 months,0.099,161.06,B,B1,MORTGAGE,45432,16.9,0,8725,2,,,11,0,9020,51.8,20
1,21600, 36 months,0.113,709.85,B,B2,RENT,90000,7.91,0,9090,1,,,7,0,16249,72.5,28
1,15000, 60 months,0.16,364.94,D,D5,RENT,55000,21.56,0,11920,1,56,,9,0,3272,21.6,23
0,3000, 36 months,0.054,90.48,A,A1,MORTGAGE,68000,1.45,0,9487,1,,,8,0,3531,6.8,25
0,15000, 60 months,0.175,376.76,D,D5,RENT,62500,22.33,0,7446,0,,,18,0,12737,32.8,27
0,10000, 36 months,0.075,311.1,A,A4,RENT,46000,11.17,0,6654,0,,,8,0,9387,25.3,22
0,5000, 36 months,0.122,166.63,C,C1,RENT,52000,1.08,0,6412,1,,,4,0,3492,85.2,6
0,12300, 36 months,0.079,384.75,A,A5,MORTGAGE,56864,22.14,0,9941,2,,,18,0,10666,15,47
0,14000, 36 months,0.07,432.22,A,A3,RENT,41000,25.29,0,10003,0,,,7,0,14548,17.4,13
0,15000, 36 months,0.136,509.83,C,C2,MORTGAGE,90000,13.65,0,7295,0,,,8,0,22590,75.8,14
0,6500, 36 months,0.119,215.46,B,B5,RENT,63211,7.97,0,9548,0,35,,9,0,2625,24.9,18
0,4500, 36 months,0.151,143.97,D,D4,RENT,12000,5.8,0,5681,0,,,5,0,1950,67.2,6
0,25000, 36 months,0.116,825.34,B,B3,OTHER,96640,19.57,0,8542,1,,,8,0,17091,38.8,24
0,5500, 36 months,0.115,181.33,B,B2,RENT,14400,12.08,0,7446,3,,,8,0,5282,30,12
0,30000, 60 months,0.186,772.29,E,E1,MORTGAGE,94325,8.52,0,8542,0,44,,7,0,29333,83.3,27
0,4000, 36 months,0.065,122.67,A,A4,OWN,25200,0,0,7264,0,,,4,0,0,0,10
0,12000, 36 months,0.058,363.93,A,A2,RENT,30000,23.52,0,10703,2,,,13,0,8214,7.4,17
0,6150, 36 months,0.115,202.78,B,B4,MORTGAGE,72000,19.57,0,10064,1,53,,14,0,29669,63.9,41
0,16000, 36 months,0.077,498.88,A,A5,MORTGAGE,98004,26.45,0,10003,0,42,,15,0,15778,63.1,45
0,20400, 36 months,0.117,674.75,B,B3,MORTGAGE,112000,22.46,0,9638,0,24,,14,0,98671,45.4,44
0,7000, 36 months,0.079,219.04,A,A4,MORTGAGE,84000,13.14,0,9972,2,48,,10,0,6874,29.8,30
0,10000, 36 months,0.155,348.87,E,E5,RENT,54996,13.16,0,12835,2,26,0,8,0,22122,78.7,13
0,5000, 36 months,0.103,161.93,B,B2,MORTGAGE,62000,8.65,0,7750,2,66,,5,0,1158,10.5,10
0,3525, 36 months,0.066,108.24,A,A2,RENT,26000,12.92,0,9182,0,,,5,0,8518,62.2,18
0,15000, 36 months,0.096,481.42,A,A5,MORTGAGE,57552,16.97,0,17948,0,,,8,0,3658,5.4,18
0,25000, 36 months,0.144,859.57,D,D2,MORTGAGE,280000,5.58,0,12286,1,,,8,0,290291,,46
0,8500, 36 months,0.14,290.47,C,C3,RENT,33000,5.78,0,10094,1,29,26,5,2,26,0.7,29
1,25000, 60 months,0.179,633.89,E,E5,MORTGAGE,124000,9.41,0,10703,2,74,,9,0,28762,64.5,29
1,3500, 36 months,0.079,109.52,A,A4,MORTGAGE,86964,22.04,0,10887,0,46,,11,0,9592,72.1,29
1,15000, 60 months,0.221,415.23,G,G1,MORTGAGE,108000,4.54,0,8998,2,,,8,0,13275,69.5,8
0,15000, 36 months,0.115,494.53,B,B2,MORTGAGE,80000,0.66,0,7081,3,,,5,0,513,7,8
0,24250, 60 months,0.181,616.72,D,D4,MORTGAGE,48504,22.17,0,6838,0,,,7,0,15304,82.7,12
0,20000, 36 months,0.132,676.02,C,C2,RENT,65500,9.07,0,7264,0,,,7,0,15389,81,15
0,4500, 36 months,0.129,151.35,C,C1,RENT,35000,19.78,0,6777,1,,,7,0,4726,73.8,17
0,25000, 60 months,0.126,473.64,C,C2,MORTGAGE,175000,9.73,0,11343,2,38,,13,0,24053,52,34
1,17000, 60 months,0.209,458.86,F,F1,MORTGAGE,84000,10.19,0,9211,1,,,10,0,6766,76.9,16
0,16800, 60 months,0.134,385.96,C,C3,MORTGAGE,70000,15.34,0,9060,1,,,9,0,3424,23.5,28
0,4000, 36 months,0.126,134.03,C,C2,RENT,54000,18.36,0,7203,1,,,13,0,8626,60.7,20
0,15000, 36 months,0.079,469.22,A,A5,RENT,74872,18.06,0,13870,0,,,10,0,8731,45,21
0,16750, 36 months,0.106,545.38,B,B3,MORTGAGE,48000,0.2,0,7690,0,,,4,0,262,2.9,17
0,14000, 36 months,0.11,458.28,B,B3,RENT,62400,20.4,0,6991,0,,,7,0,1683,11,28
0,7700, 36 months,0.06,234.22,A,A2,RENT,23400,23.64,0,7019,0,,,8,0,5013,26.4,13
1,1200, 36 months,0.117,39.7,B,B3,RENT,20000,6.54,0,5073,0,,,10,0,1376,52.7,13
0,10000, 36 months,0.096,320.95,A,A5,OWN,43200,8.94,0,12286,0,,,7,0,14716,38.4,14
0,4200, 36 months,0.143,144.09,C,C5,RENT,36000,24.7,0,8299,6,45,,9,0,3527,78.4,17
0,21100, 36 months,0.089,670,A,A5,MORTGAGE,72000,19.2,0,7690,1,28,,9,0,91352,57.9,25
0,10000, 36 months,0.093,319.47,A,A4,RENT,59000,11.02,0,8026,0,,,17,0,2710,5.7,22
0,10000, 36 months,0.06,304.18,A,A2,MORTGAGE,50004,19.03,0,8937,2,,,14,0,4748,11.1,36
0,25000, 60 months,0.119,415.76,B,B5,MORTGAGE,65000,11.19,0,8452,1,,,14,0,8519,24.2,29
0,4725, 60 months,0.124,106.12,B,B4,OWN,37500,25.66,1,6381,2,15,,10,0,7288,28,21
0,1600, 36 months,0.131,53.96,C,C2,RENT,22800,27.53,0,7873,0,,,3,0,1084,98.5,23
0,12000, 36 months,0.152,417.22,D,D2,RENT,46800,20.04,0,7660,1,61,,5,0,15400,79.8,7
0,5000, 36 months,0.089,158.86,A,A5,RENT,31000,16.41,0,7507,1,,,9,0,1877,10.3,17
0,3000, 36 months,0.066,92.12,A,A2,RENT,42000,16.83,0,6473,0,,,9,0,0,0,17
0,12000, 36 months,0.107,391.22,B,B5,RENT,81193.2,18.59,0,7446,1,,,13,0,34566,69,18
1,12000, 60 months,0.135,276.06,C,C2,OWN,48000,13.45,0,5834,2,,,15,0,10338,27.7,20
0,18400, 60 months,0.197,484.32,E,E5,RENT,93000,13.82,1,13870,0,21,,13,0,31992,75.6,48
0,6000, 60 months,0.152,143.41,D,D2,RENT,78000,6.2,0,11282,0,74,,6,0,0,0,18
0,5000, 36 months,0.11,163.57,B,B1,MORTGAGE,109500,15.75,0,8998,2,,,10,0,34267,67.5,31
0,2750, 36 months,0.152,95.64,C,C5,RENT,60000,9.94,0,8115,2,30,110,4,1,626,32.9,10
0,7000, 36 months,0.14,239.21,C,C3,OWN,19200,9.38,0,9638,1,,,6,0,4243,13.4,8
0,5000, 36 months,0.09,159.03,B,B2,RENT,73000,9.96,0,8146,0,0,0,21,0,23489,37.6,28
0,17600, 60 months,0.168,435.24,D,D2,RENT,70900,23.27,0,8207,0,,,7,0,23625,69.1,18
0,9150, 60 months,0.132,209.27,C,C1,RENT,36000,20.77,0,7537,0,,,9,0,15111,80.4,27
0,2000, 36 months,0.086,63.23,A,A4,MORTGAGE,188004,8.55,0,9273,0,,,10,0,26702,75,21
1,6000, 36 months,0.165,212.28,E,E1,MORTGAGE,65600,20.62,0,8542,3,,94,17,1,11975,99,23
0,20000, 36 months,0.141,684.43,D,D1,MORTGAGE,65000,15.21,1,7660,4,16,,21,0,13392,32.6,46
0,9000, 36 months,0.147,310.76,C,C5,RENT,55000,13.81,1,7415,0,23,,10,0,19578,78.3,22
0,35000, 60 months,0.175,614.11,D,D5,MORTGAGE,128000,8.03,0,6654,1,,,8,0,81834,25.7,16
0,14000, 36 months,0.066,429.86,A,A2,RENT,55000,20.18,0,8511,1,,,15,0,15890,27.8,63
0,15000, 60 months,0.115,329.82,B,B4,RENT,75000,10.86,0,6412,0,,,8,0,206,18.7,19
0,10000, 36 months,0.096,320.9,B,B3,MORTGAGE,89000,0.86,0,8937,1,,,7,0,4041,38.9,38
0,6000, 36 months,0.11,196.41,B,B3,RENT,225000,5.51,0,8907,0,,,3,0,25555,91.3,18
0,35000, 60 months,0.115,485.93,B,B4,RENT,70000,27.63,0,17461,0,,,16,0,52752,46.2,21
0,15000, 60 months,0.127,338.93,B,B5,MORTGAGE,44500,11.24,0,11494,1,76,,17,0,16763,36.8,46
0,15075, 36 months,0.06,458.82,A,A1,MORTGAGE,62000,12.99,0,8026,1,,,10,0,2183,15.9,33
0,7000, 60 months,0.122,156.53,C,C1,RENT,88000,7.87,0,8725,1,,,5,0,2134,92.8,12
0,28000, 60 months,0.16,681.21,D,D5,MORTGAGE,90000,24.16,2,16181,2,17,,16,0,1417,1.9,42
1,7600, 60 months,0.11,165.21,B,B3,MORTGAGE,95004,2.49,0,6960,0,,,7,0,4423,26.5,12
0,25000, 36 months,0.157,875.27,D,D4,RENT,132250,14.21,0,7446,0,,,11,0,25262,73.7,17
1,28000, 60 months,0.127,632.66,B,B5,MORTGAGE,105000,25.37,0,7812,0,,,13,0,35818,64.7,27
0,5000, 36 months,0.117,165.41,C,C4,MORTGAGE,60000,0,0,7384,1,60,0,5,0,2126,6.4,8
0,2800, 36 months,0.068,86.15,A,A2,MORTGAGE,52800,12.8,0,8299,0,,,13,0,35685,61.6,37
0,10000, 36 months,0.099,322.11,B,B1,RENT,26400,19.27,0,8452,0,,,7,0,8808,62.5,24
1,16000, 36 months,0.106,520.72,B,B2,MORTGAGE,61000,10.92,0,7050,0,,,9,0,17898,44.1,17
0,20000, 36 months,0.104,648.83,B,B3,RENT,76000,16.12,0,10125,3,,,10,0,16107,41,22
1,1500, 36 months,0.144,51.58,D,D2,MORTGAGE,60000,12.04,0,8115,1,57,,6,0,2287,47.6,9
1,1600, 36 months,0.152,55.65,C,C5,OWN,57068,17.49,0,6168,1,,,8,0,12084,93,13
0,12000, 60 months,0.149,284.92,D,D2,MORTGAGE,52200,15.01,0,13473,2,,,16,0,23959,45.2,23
1,8000, 60 months,0.065,156.68,A,A4,RENT,30000,7.12,0,8664,0,37,,5,0,5186,14.3,9
0,3000, 36 months,0.074,93.23,A,A2,RENT,72000,11.18,0,9395,5,0,0,8,0,12430,29.6,14
1,12000, 60 months,0.197,315.87,E,E5,RENT,40000,12.03,0,7172,3,,112,3,1,5817,56.5,10
0,6500, 36 months,0.07,200.68,A,A3,MORTGAGE,46000,17.66,0,8695,1,,,7,0,12978,35.1,17
0,20000, 36 months,0.108,652.41,B,B2,MORTGAGE,109000,5.39,1,12955,1,20,,10,0,8057,38.2,20
0,2500, 36 months,0.074,77.69,A,A2,RENT,22800,0.53,0,8633,5,0,0,1,0,416,10.4,2
0,3000, 36 months,0.086,94.84,A,A4,MORTGAGE,114440,0.16,0,6076,0,,,4,0,531,35.4,4
0,3000, 36 months,0.064,91.81,A,A1,OWN,113500,1.06,0,8572,0,,,6,0,2736,6,27
0,9000, 36 months,0.11,294.61,B,B3,RENT,51000,6.12,0,8207,0,54,,7,0,9610,24,9
0,20000, 36 months,0.143,686.12,C,C5,RENT,94050,24.77,0,7842,0,27,,13,0,17816,70.4,22
0,25000, 36 months,0.185,910.44,F,F5,MORTGAGE,120000,24.97,0,8603,0,,,22,0,96565,88.9,29
0,8000, 36 months,0.089,254.03,A,A5,MORTGAGE,150000,8.09,0,11708,2,70,,5,0,21823,74.7,22
1,13000, 60 months,0.168,321.83,E,E2,MORTGAGE,42000,24.66,0,9029,3,,,8,0,18552,96.7,17
0,6000, 36 months,0.054,180.96,A,A1,OWN,37404,22.26,0,15392,2,,,14,0,22736,20.9,47
0,2500, 36 months,0.104,81.11,B,B3,RENT,39996,18.54,1,5742,0,17,,4,0,3,0.1,5
0,9000, 36 months,0.075,279.92,A,A4,MORTGAGE,110000,14,1,12439,0,5,,9,0,19503,45.4,24
0,35000, 36 months,0.184,1272.2,E,E2,RENT,108160,7.84,0,11221,1,,,12,0,11943,25.9,25
0,25000, 60 months,0.135,575.12,C,C2,RENT,90000,3.05,0,8603,1,26,,12,0,5483,17.6,24
0,5500, 36 months,0.06,167.3,A,A2,MORTGAGE,54996,17.63,0,9852,0,,,11,0,1713,7.6,36
0,15000, 60 months,0.152,358.51,D,D2,MORTGAGE,168000,10.77,0,17522,0,31,,6,0,1842,73.7,19
0,11000, 60 months,0.115,241.87,B,B4,MORTGAGE,57000,12.08,0,10398,0,50,,11,0,7127,59.4,39
0,15000, 36 months,0.075,466.67,A,A3,MORTGAGE,30000,3.4,0,6442,2,,,7,0,2310,8.8,8
0,10000, 36 months,0.103,323.85,B,B2,OWN,35000,11.59,0,7781,1,80,,9,0,778,43.2,16
1,5000, 60 months,0.179,126.78,E,E5,MORTGAGE,24395,9.05,0,6138,2,,,3,0,3422,57,8
0,21250, 36 months,0.16,746.57,D,D4,RENT,65000,24.15,0,7203,1,44,,4,0,0,0,24
0,2500, 36 months,0.1,80.67,B,B2,RENT,36000,17.4,0,6777,0,45,,11,0,11910,51.8,14
0,35000, 60 months,0.143,819.3,C,C2,MORTGAGE,65000,23.8,0,7568,3,,,7,0,25631,69.5,32
0,5000, 36 months,0.089,158.77,A,A5,RENT,42000,16.74,0,8452,0,51,,16,0,1540,24.8,42
0,5000, 36 months,0.132,169.03,C,C1,RENT,75000,11.17,1,6381,0,18,,6,0,4404,44.9,7
0,6000, 60 months,0.115,131.93,B,B4,MORTGAGE,119238,4.8,0,13809,0,47,,16,0,12150,28.6,47
0,5000, 36 months,0.111,164.02,B,B1,RENT,38400,2.84,0,8391,2,58,89,6,1,2650,48.2,12
0,10000, 36 months,0.107,325.74,B,B2,RENT,27000,11.47,0,5285,0,,,7,0,7814,52.3,10
0,1800, 36 months,0.083,56.68,A,A4,MORTGAGE,46000,0.65,0,5530,1,,,5,0,309,9.1,5
0,11200, 60 months,0.065,142,A,A4,RENT,52000,1.5,0,8756,0,,,19,0,3058,3.2,36
0,14400, 36 months,0.221,550.77,G,G1,MORTGAGE,140000,21.28,0,9913,2,,,27,0,46826,71.5,49
1,5000, 36 months,0.12,166.05,B,B5,MORTGAGE,136886,24.25,0,11037,2,,,9,0,53067,74.4,28
0,10000, 36 months,0.096,320.94,B,B1,RENT,75000,13.58,1,8907,0,7,,15,0,26408,63.2,26
0,8000, 36 months,0.086,252.89,A,A4,OWN,25000,20.3,0,10948,0,,,5,0,3301,27.3,15
0,3000, 36 months,0.119,99.5,B,B4,RENT,31200,7.35,0,6746,0,39,,7,0,2572,30.3,18
0,28000, 60 months,0.143,655.44,C,C2,RENT,75000,19.86,0,8876,0,,,22,0,29520,32.2,48
0,6000, 36 months,0.085,189.38,A,A5,OWN,19000,8.91,0,5558,2,,,9,0,3335,17.9,12
0,10000, 36 months,0.147,345.29,C,C5,MORTGAGE,55000,12.63,0,7081,0,,,18,0,14271,37.7,31
0,9000, 36 months,0.127,301.91,B,B5,RENT,50000,17.81,0,7081,1,,,13,0,12752,55.4,21
1,27300, 60 months,0.214,549.22,F,F4,RENT,65000,24.17,0,7995,1,,,11,0,18557,93.3,28
0,9000, 36 months,0.06,273.76,A,A2,MORTGAGE,140000,11.99,0,11982,0,,,18,0,7901,8.3,39
0,4000, 36 months,0.115,131.99,C,C5,RENT,50952,9.14,0,8876,0,30,0,2,0,463,92.6,9
0,3000, 36 months,0.125,100.4,C,C1,MORTGAGE,59904,7.97,2,9729,1,21,,6,0,24876,86.4,20
0,4000, 36 months,0.068,123.07,A,A2,RENT,24000,22.53,0,9821,0,,,5,0,782,12.4,18
0,1000, 36 months,0.143,34.31,C,C5,RENT,7000,13.54,0,12317,1,,,3,0,2252,86.6,3
0,7750, 36 months,0.068,238.45,A,A2,MORTGAGE,57500,6.78,0,8876,0,,,11,0,10209,21.1,25
0,35000, 60 months,0.175,879.47,E,E4,MORTGAGE,160000,8.62,0,8238,1,,,9,0,119970,85.7,35
1,17000, 36 months,0.079,531.78,A,A5,MORTGAGE,58000,8.75,0,8998,0,,,9,0,17074,38.6,23
0,14000, 36 months,0.122,466.2,B,B4,MORTGAGE,56000,6.36,0,7812,2,,,4,0,13719,47.6,8
0,19000, 36 months,0.111,420.61,B,B3,MORTGAGE,80000,21.38,0,9487,2,,,8,0,78314,70,33
0,4050, 36 months,0.1,130.67,B,B1,RENT,82000,23.13,0,12925,1,,,18,0,19201,56.8,47
0,15500, 36 months,0.12,514.75,B,B5,MORTGAGE,2.00E+05,12.32,0,7050,1,,,19,0,5150,24.1,35
0,10000, 36 months,0.103,323.85,B,B2,RENT,53000,16.32,0,11099,2,26,,9,0,9066,15.9,21
0,6000, 60 months,0.119,133.05,B,B5,MORTGAGE,38973,8.56,0,8968,3,77,,16,0,9655,46.6,21
0,6000, 60 months,0.16,145.88,D,D2,RENT,30000,21.12,0,4768,2,,,9,0,1047,7,15
0,5000, 36 months,0.119,165.74,B,B5,OWN,30996,9.76,0,7111,3,50,,2,0,0,0,11
0,6000, 36 months,0.068,184.61,A,A2,MORTGAGE,92000,5.32,0,10795,0,,,12,0,3474,5.4,41
0,3350, 36 months,0.14,114.47,C,C3,RENT,47756,17.19,0,10094,0,45,,5,0,13596,76.4,24
0,5600, 36 months,0.119,185.76,C,C3,MORTGAGE,25500,2.68,0,6412,2,35,,8,0,4885,35.4,18
0,8875, 36 months,0.148,306.96,D,D1,MORTGAGE,130000,7.92,0,9395,0,54,,6,0,4534,53.3,24
0,17000, 36 months,0.085,469.5,A,A5,RENT,51000,23.48,0,12012,3,,,10,0,20706,46.5,21
0,9200, 36 months,0.06,280.01,A,A1,RENT,77385.19,9.86,0,7415,0,,,8,0,7314,23.1,28
0,6000, 36 months,0.073,186.06,A,A4,MORTGAGE,70200,1.5,0,10795,0,38,,7,0,3355,14.3,23
0,10000, 36 months,0.122,333,B,B4,MORTGAGE,66000,12.45,0,9121,2,61,,15,0,72733,81.5,53
0,25000, 36 months,0.107,815.4,B,B4,RENT,175000,0.23,0,10643,0,49,,4,0,1112,15.9,22
0,1200, 36 months,0.065,36.81,A,A4,RENT,75000,9.5,0,7568,0,,,5,0,3477,31.6,21
0,2750, 60 months,0.115,60.47,B,B4,RENT,52800,4.45,0,7476,0,,,5,0,3281,93.7,10
0,16000, 36 months,0.157,560.18,D,D4,MORTGAGE,69000,9.29,0,6899,0,32,,8,0,22217,78.8,27
0,8000, 36 months,0.079,250.25,A,A5,MORTGAGE,30000,0.4,0,7295,1,,,4,0,19,0.3,12
0,5000, 36 months,0.139,170.52,C,C4,RENT,58000,9.81,0,9456,2,43,29,9,2,4566,37.4,13
0,2500, 36 months,0.066,76.76,A,A2,RENT,61200,26.12,0,13931,1,,,11,0,13571,54.9,33
0,3000, 60 months,0.148,71.11,D,D3,RENT,36000,12.2,0,5193,0,,,13,0,3029,22.8,16
0,2800, 36 months,0.166,99.32,E,E4,OWN,15000,16.48,0,5469,1,,,13,0,6399,50,19
0,12800, 36 months,0.095,409.73,B,B1,MORTGAGE,1.00E+05,10.51,0,8725,3,0,0,14,0,15491,25.4,26
0,9000, 36 months,0.096,288.85,A,A5,MORTGAGE,150000,7.47,0,10672,0,,,13,0,16912,30.7,20
1,10000, 36 months,0.194,368.69,E,E3,RENT,31000,13.94,0,5711,0,,,4,0,3441,98.3,9
0,10000, 36 months,0.168,355.39,D,D2,RENT,49000,20.4,1,7660,2,13,,11,0,14951,82.1,24
0,25000, 60 months,0.153,598.3,C,C4,MORTGAGE,150000,9.88,0,11859,1,,,6,0,19765,87.8,24
0,6000, 36 months,0.129,201.94,D,D2,RENT,39000,25.48,0,8391,0,,,6,0,13047,43.5,12
0,2400, 36 months,0.107,78.25,B,B5,MORTGAGE,36000,15.2,1,7750,3,7,73,12,1,2823,33.2,17
0,24000, 60 months,0.188,457.76,E,E3,MORTGAGE,63052,20.06,1,8360,1,21,,11,0,5912,18.8,34
1,16500, 60 months,0.117,364.62,B,B3,MORTGAGE,33000,12.07,0,11555,1,,,11,0,2316,14.2,22
0,12000, 36 months,0.127,402.54,B,B5,RENT,40000,22.2,0,8207,1,,,9,0,16273,55.5,23
1,1000, 36 months,0.106,32.55,B,B2,RENT,36000,10.5,0,5530,0,,104,10,1,6260,68,12
0,6250, 36 months,0.079,195.51,A,A5,MORTGAGE,76000,14.29,0,11221,1,43,,11,0,7108,25.9,23
0,2000, 36 months,0.169,71.2,D,D4,RENT,56000,22.59,1,8087,0,7,,7,0,5782,96.4,26
0,10000, 36 months,0.079,312.91,A,A4,MORTGAGE,72000,15.12,0,7965,5,39,,6,0,6134,38.3,46
0,8000, 36 months,0.062,244,A,A3,MORTGAGE,112000,5.31,0,9242,0,,,11,0,16984,27.2,17
0,14125, 36 months,0.07,436.08,A,A3,OWN,27800,20.16,0,16822,1,,,15,0,4882,7.5,50
1,4000, 36 months,0.175,143.59,D,D5,MORTGAGE,49000,11.46,2,9334,1,16,,15,0,4192,95.3,30
0,3200, 60 months,0.14,74.43,C,C3,RENT,30000,12.08,1,5499,3,22,,6,0,1037,49.4,11
1,1500, 36 months,0.139,51.21,C,C4,MORTGAGE,54000,20.7,0,6565,1,,,9,0,1449,90.6,16
0,10000, 36 months,0.054,301.6,A,A1,MORTGAGE,45992,13.7,0,12225,0,,,10,0,4496,7.9,29
0,9500, 36 months,0.142,325.7,C,C5,RENT,70000,19.87,0,8937,0,,,19,0,9135,87.8,35
0,4000, 36 months,0.137,136.17,C,C5,RENT,26400,22.77,0,7415,0,,,8,0,3054,56.6,14
0,16000, 60 months,0.16,389.01,D,D2,MORTGAGE,111000,3.82,0,8238,0,,116,6,1,13110,34.4,23
0,13000, 36 months,0.106,423.28,B,B3,RENT,86000,12.35,0,6626,0,,,10,0,9871,45.6,23
0,3200, 36 months,0.139,109.14,C,C4,MORTGAGE,96000,0.31,0,8087,0,,,3,0,255,9.1,9
0,15000, 36 months,0.143,514.64,C,C2,MORTGAGE,67200,11.11,0,9729,0,,98,2,1,0,0,13
0,4500, 60 months,0.16,109.41,D,D2,RENT,53000,13.02,1,7142,1,14,,12,0,2337,28.2,19
0,21600, 60 months,0.183,552.03,F,F1,RENT,68496,14.42,0,6381,2,45,,5,0,9785,97.8,12
0,12000, 36 months,0.075,373.33,A,A3,MORTGAGE,60000,5.66,0,11982,1,,,8,0,13725,40.7,12
0,8000, 36 months,0.125,267.74,B,B5,RENT,38000,8.43,0,6442,0,31,,7,0,8217,67.5,17
1,6000, 36 months,0.108,195.73,B,B2,RENT,35004,22.76,0,5773,1,37,,11,0,7764,38.4,17
0,25000, 36 months,0.179,902.94,E,E5,RENT,90000,20.97,0,7172,0,61,,17,0,34583,73,39
0,3000, 36 months,0.069,92.51,A,A5,RENT,50000,0.79,0,6076,1,,,2,0,1687,8.4,4
0,4000, 36 months,0.079,125.13,A,A5,RENT,56800,5.39,0,6046,0,,,8,0,9373,27.7,13
0,16425, 36 months,0.15,569.05,D,D2,RENT,45000,15.68,0,9729,5,58,,16,0,16956,42.9,33
0,16500, 36 months,0.122,549.45,B,B4,OWN,75000,16.06,0,9303,0,28,,7,0,43373,66.9,23
0,8000, 36 months,0.13,269.71,C,C5,MORTGAGE,46500,5.7,0,12804,0,28,,11,0,8033,73,28
1,12000, 60 months,0.169,297.53,D,D4,MORTGAGE,49200,23,0,8238,2,61,,15,0,9930,62.5,35
0,11000, 36 months,0.169,391.58,D,D4,MORTGAGE,50000,15.31,1,7264,0,11,,7,0,11832,85.1,17
0,21000, 60 months,0.165,515.72,E,E1,MORTGAGE,70000,10.08,0,7415,0,,,9,0,11356,29.1,14
0,5000, 36 months,0.054,150.8,A,A1,RENT,80000,3.39,0,7142,0,,,7,0,360,1.4,13
0,18000, 36 months,0.173,644.18,D,D3,MORTGAGE,140000,9.75,0,8876,3,,,16,0,21717,89.8,29
1,7800, 60 months,0.119,172.96,B,B5,RENT,30000,4,0,6351,0,,,3,0,0,0,9
0,7500, 36 months,0.151,260.19,D,D4,MORTGAGE,234600,15.01,0,11920,0,53,,21,0,82153,88.1,45
0,14800, 60 months,0.176,372.45,D,D4,RENT,99996,21.25,0,8056,1,,,8,0,19314,96.1,32
0,16750, 60 months,0.096,295.91,B,B3,MORTGAGE,50000,20.45,0,9303,0,,,6,0,9721,87.6,39
0,14000, 60 months,0.163,342.84,D,D5,RENT,92000,9.7,0,6654,0,49,,13,0,12997,43.2,20
0,8000, 36 months,0.06,243.49,A,A1,OWN,31500,0.57,0,12529,0,62,,6,0,248,0.5,17
0,15000, 36 months,0.116,495.21,B,B3,RENT,1.00E+05,23.7,0,9548,2,,,9,0,30929,65.9,31
0,6600, 36 months,0.075,205.28,A,A4,RENT,52000,24.09,0,6046,0,,,7,0,6764,26.6,10
0,7500, 36 months,0.103,242.89,B,B2,MORTGAGE,61000,3.52,0,7172,3,,,6,0,639,2.7,8
0,3600, 36 months,0.071,111.39,A,A3,MORTGAGE,62000,16.51,0,8391,1,71,,11,0,22646,65.3,24
0,11600, 36 months,0.069,249.01,A,A5,MORTGAGE,70000,22.75,0,7812,0,,,9,0,19975,69.8,26
